4.001635e+002,6.754280e-001
4.006456e+002,7.961119e-001
4.011277e+002,7.932635e-001
4.016098e+002,7.152652e-001
4.020919e+002,6.888453e-001
4.025741e+002,7.106118e-001
4.030562e+002,7.219142e-001
4.035383e+002,7.347302e-001
4.040204e+002,7.470605e-001
4.045026e+002,7.738627e-001
4.049847e+002,7.578884e-001
4.054668e+002,7.715977e-001
4.059489e+002,7.159944e-001
4.064311e+002,6.823183e-001
4.069132e+002,6.857186e-001
4.073953e+002,6.617479e-001
4.078774e+002,6.351428e-001
4.083596e+002,6.237977e-001
4.088417e+002,6.076874e-001
4.093238e+002,5.671138e-001
4.098059e+002,5.413799e-001
4.102881e+002,5.390676e-001
4.107702e+002,5.365099e-001
4.112523e+002,5.231069e-001
4.117344e+002,5.182452e-001
4.122166e+002,5.285478e-001
4.126987e+002,5.171339e-001
4.131808e+002,5.050610e-001
4.136629e+002,4.963255e-001
4.141451e+002,5.003212e-001
4.146272e+002,4.995639e-001
4.151093e+002,5.014860e-001
4.155914e+002,4.986558e-001
4.160736e+002,4.917951e-001
4.165557e+002,4.890700e-001
4.170378e+002,4.986656e-001
4.175199e+002,5.001336e-001
4.180021e+002,5.102002e-001
4.184842e+002,4.702067e-001
4.189663e+002,4.570087e-001
4.194484e+002,5.142882e-001
4.199306e+002,5.473024e-001
4.204127e+002,5.042179e-001
4.208948e+002,4.837736e-001
4.213769e+002,4.808120e-001
4.218591e+002,4.833588e-001
4.223412e+002,4.820311e-001
4.228233e+002,4.790534e-001
4.233055e+002,4.719506e-001
4.237876e+002,4.809342e-001
4.242697e+002,4.803560e-001
4.247518e+002,4.888918e-001
4.252339e+002,5.101718e-001
4.257161e+002,5.086840e-001
4.261982e+002,4.935572e-001
4.266803e+002,4.914642e-001
4.271624e+002,4.938043e-001
4.276446e+002,4.930861e-001
4.281267e+002,4.948375e-001
4.286088e+002,5.080719e-001
4.290909e+002,5.081763e-001
4.295731e+002,5.046800e-001
4.300552e+002,5.031016e-001
4.305373e+002,5.043851e-001
4.310194e+002,5.041336e-001
4.315016e+002,5.080096e-001
4.319837e+002,5.016529e-001
4.324658e+002,5.051565e-001
4.329479e+002,5.100063e-001
4.334301e+002,5.043383e-001
4.339122e+002,5.098040e-001
4.343943e+002,5.189667e-001
4.348764e+002,5.070257e-001
4.353586e+002,5.120087e-001
4.358407e+002,5.200751e-001
4.363228e+002,5.140916e-001
4.368049e+002,5.088586e-001
4.372870e+002,5.173640e-001
4.377692e+002,5.268298e-001
4.382513e+002,5.237051e-001
4.387334e+002,5.149875e-001
4.392155e+002,5.191407e-001
4.396977e+002,5.206540e-001
4.401798e+002,5.201963e-001
4.406619e+002,5.154014e-001
4.411440e+002,5.224899e-001
4.416262e+002,5.273435e-001
4.421083e+002,5.345209e-001
4.425904e+002,5.360879e-001
4.430725e+002,5.327126e-001
4.435547e+002,5.189074e-001
4.440368e+002,5.200258e-001
4.445189e+002,5.281472e-001
4.450010e+002,5.274454e-001
4.454832e+002,5.285840e-001
4.459653e+002,5.356052e-001
4.464474e+002,5.337734e-001
4.469295e+002,5.258145e-001
4.474117e+002,5.258480e-001
4.478938e+002,5.291714e-001
4.483759e+002,5.273052e-001
4.488580e+002,5.303786e-001
4.493402e+002,5.320165e-001
4.498223e+002,5.289847e-001
4.503044e+002,5.229964e-001
4.507865e+002,5.250990e-001
4.512687e+002,5.342403e-001
4.517508e+002,5.358727e-001
4.522329e+002,5.285423e-001
4.527150e+002,5.249422e-001
4.531972e+002,5.207453e-001
4.536793e+002,5.284433e-001
4.541614e+002,5.323501e-001
4.546435e+002,5.234141e-001
4.551257e+002,5.182490e-001
4.556078e+002,5.304962e-001
4.560899e+002,5.397146e-001
4.565721e+002,5.460693e-001
4.570542e+002,5.411092e-001
4.575363e+002,5.462035e-001
4.580184e+002,5.478765e-001
4.585005e+002,5.414544e-001
4.589827e+002,5.387536e-001
4.594648e+002,5.396166e-001
4.599469e+002,5.372618e-001
4.604290e+002,5.340663e-001
4.609112e+002,5.252198e-001
4.613933e+002,5.259466e-001
4.618754e+002,5.348155e-001
4.623575e+002,5.405756e-001
4.628397e+002,5.403371e-001
4.633218e+002,5.407104e-001
4.638039e+002,5.406174e-001
4.642860e+002,5.459498e-001
4.647682e+002,5.486366e-001
4.652503e+002,5.535253e-001
4.657324e+002,5.562827e-001
4.662145e+002,5.554150e-001
4.666967e+002,5.504766e-001
4.671788e+002,5.489120e-001
4.676609e+002,5.503538e-001
4.681430e+002,5.516745e-001
4.686252e+002,5.512088e-001
4.691073e+002,5.523608e-001
4.695894e+002,5.535005e-001
4.700715e+002,5.565859e-001
4.705536e+002,5.580426e-001
4.710358e+002,5.538660e-001
4.715179e+002,5.479643e-001
4.720000e+002,5.524427e-001
4.724821e+002,5.636006e-001
4.729643e+002,5.587860e-001
4.734464e+002,5.576026e-001
4.739285e+002,5.631043e-001
4.744106e+002,5.568939e-001
4.748928e+002,5.557262e-001
4.753749e+002,5.598791e-001
4.758570e+002,5.632231e-001
4.763391e+002,5.608914e-001
4.768213e+002,5.677652e-001
4.773034e+002,5.718873e-001
4.777855e+002,5.696753e-001
4.782676e+002,5.721917e-001
4.787498e+002,5.750716e-001
4.792319e+002,5.779818e-001
4.797140e+002,5.848469e-001
4.801961e+002,5.879638e-001
4.806783e+002,5.918229e-001
